title,time,username,q1,q2,q3,q4,q5,q6,q7,q8,q9
Panorama Forbidden City,~2021-09-15 11:56,unknown,Yes,10-Jan,beautiful form,"On the way to and from get off work or going out, between work/study, during leisure, during meals","Cultural and blog enthusiasts, history lovers, collectors, cultural and blog industry practitioners, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-15 12:44,unknown,Yes,21-40 pieces,Shooting range,"Work/study gaps, leisure time",Young artists,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,Famous historical events that happened in every place in the Forbidden City
Panorama Forbidden City,~2021-09-15 13:02,unknown,Yes,40 or more,innovative,"Work/study gaps, leisure time","History lovers, national tide fans, students, traditional culture lovers, travel lovers",A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-09-15 13:47,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","History lovers, students, international friends who love Chinese culture, travel enthusiasts",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area","The most important thing is that you can see more of the interior of the palace and learn more about the history and scenes of each place. Now some areas cannot be seen. If more areas can be opened, it will help everyone understand the Forbidden City. thanks."
Panorama Forbidden City,~2021-09-15 16:04,unknown,Yes,40 or more,Shooting range,"On the way to and from get off work or going out, between work/study, at leisure, during study and work, before going to bed at night/waking up in the morning","Culture and blog enthusiasts, history lovers, collectors, traditional culture lovers, travel lovers",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",Photo of the interior of an ancient building structure. Such as inside the roof of a house.
Panorama Forbidden City,~2021-09-15 16:48,unknown,Yes,40 or more,deep interaction,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, Internet technology enthusiasts, students, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-15 16:55,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time","History buffs, traditional culture buffs, travel buffs",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",Aerial view of the Forbidden City
Panorama Forbidden City,~2021-09-15 17:30,unknown,Yes,20-Nov,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Students, international friends who love Chinese culture, travel enthusiasts",A. Fully satisfied,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-09-15 17:53,unknown,Yes,40 or more,innovative,"Work/study gaps, leisure time","History buff, country fan, student",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",Q&A
Panorama Forbidden City,~2021-09-15 19:43,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, national tide fans, students, literary youth, traditional culture lovers, travel lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-15 19:58,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-16 06:35,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time","student, youth",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area","nothing,"
Panorama Forbidden City,~2021-09-16 10:08,unknown,Yes,20-Nov,details are accurate,"While commuting to get off work or on the go, socializing with like-minded people","Culture and blog enthusiasts, history lovers, collectors, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area","Exploring content: introduction of some unsolved mysteries, adding storylines: the reproduction of plot scenes, simple explanation of cultural relics: such as the age of porcelain, detailed explanation."
Panorama Forbidden City,~2021-09-16 10:24,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","blogger, student",A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-16 10:52,unknown,Yes,21-40 pieces,Update frequency,"Work/study gaps, leisure time","History lovers, national tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-16 13:00,unknown,Yes,10-Jan,deep interaction,When socializing with like-minded people,student,B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",1111
Panorama Forbidden City,~2021-09-16 13:48,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time",student,A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",animation
Panorama Forbidden City,~2021-09-16 14:51,unknown,Yes,20-Nov,deep interaction,"Work/study gaps, leisure time",National tide fans,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-09-16 15:00,unknown,no,10-Jan,Shooting range,"Work/study gaps, leisure time",student,D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-16 15:09,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","Culture and blog enthusiasts, history lovers, national trend fans, students",D. Too little visible area,A. Unpopular open areas,"C. ""After bed"" area",wu
Panorama Forbidden City,~2021-09-16 17:12,unknown,Yes,10-Jan,beautiful form,"On the way to and from work, between work/study, at leisure, when socializing with like-minded people","National tide fans, students, literary youth, traditional culture lovers, travel lovers, others",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,The protection policies and measures of the Palace Museum.
Panorama Forbidden City,~2021-09-16 20:18,unknown,Yes,20-Nov,Rich content,studying and working,student,B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-09-16 20:23,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","History buffs, collectors buffs, traditional culture buffs",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-09-16 20:29,unknown,uncertain,10-Jan,Shooting range,"Work/study gap, leisure time, study and work","Cultural and blogging enthusiasts, history lovers, students, practitioners in the cultural and blogging industry, traditional culture lovers",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-16 20:38,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","National tide fans, students, travel enthusiasts, others",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-16 21:12,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","Cultural enthusiasts, history lovers, collectors, students, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",Increase the content that can be moved with the four keys of WASD
Panorama Forbidden City,~2021-09-16 22:26,unknown,Yes,40 or more,Shooting range,"On the way to and from get off work or going out, between work/study, at leisure, during study and work","Cultural and art lovers, history lovers, literary youth",A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-17 08:08,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time",history buff,C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-17 08:58,unknown,Yes,40 or more,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning",National tide fans,A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-17 09:11,unknown,Yes,21-40 pieces,Shooting range,studying and working,"History lovers, national tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",Add some more artifacts
Panorama Forbidden City,~2021-09-17 09:50,unknown,Yes,40 or more,Shooting range,studying and working,student,D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",handsome and beautiful
Panorama Forbidden City,~2021-09-17 10:16,unknown,Yes,10-Jan,innovative,"Work/study gaps, leisure time",collectors,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",digital collection
Panorama Forbidden City,~2021-09-17 11:16,unknown,uncertain,10-Jan,details are accurate,"Between work/study, at leisure, at work, at work, at meals, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Guochao fan, Internet technology enthusiast, student",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",History of the Forbidden City
Panorama Forbidden City,~2021-09-17 11:27,unknown,Yes,10-Jan,Rich content,"Work/study gap, leisure time, study and work","History buffs, national tide fans, students, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-17 11:38,unknown,Yes,10-Jan,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, during study and work","National tide fans, students",C. Insufficient coverage area,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-09-17 13:03,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Collection enthusiasts, national tide fans, Internet technology enthusiasts, students, literary youth",A. Fully satisfied,B. Partially closed areas,B. Garden area,NFT
Panorama Forbidden City,~2021-09-17 13:38,unknown,Yes,21-40 pieces,Shooting range,"Work/study gaps, leisure time","National tide fans, students, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-17 13:49,unknown,Yes,40 or more,details are accurate,Before going to bed late at night / waking up early in the morning,"Cultural and blog lovers, national tide fans, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",great
Panorama Forbidden City,~2021-09-17 14:25,unknown,Yes,10-Jan,details are accurate,"On the way to and from get off work or going out, between work/study, during leisure",other,D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-17 14:49,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",bloggers,C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-17 15:13,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","History lovers, collectors, Internet technology enthusiasts, students",C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
